"xSectMax","vimpelId","xSectAvg","name","diameter","depth","mass","span","cosparId","satno","height","width","xSectMin","shape","objectClass"
"23.657",,"13.5615","Starlink 1613",NULL,"1.5","260","8.86","2020-057BA","46165.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"0.1911",,"0.1076","Flock 1e-7",NULL,"0.1","4.7","0.3","1998-067GJ","40726.0","0.3","0.1","0.018","Box + 2 Pan","Payload"
"23.657",,"13.5615","Starlink 1615",NULL,"1.5","260","8.86","2020-057BB","46166.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"87.8604",,"45.6515","Amazonas 5",NULL,"2.9","5900","26","2017-053A","42934.0","8.1","2.9","8.41","Box + 2 Pan","Payload"
"23.657",,"13.5615","Starlink 1626",NULL,"1.5","260","8.86","2020-057BC","46167.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"1.5549",,"0.8193","ESAIL",NULL,"0.5","112",NULL,"2020-061B","46273.0","0.7","0.5","0.25","Box + 2 Pan","Payload"
"0.1911",,"0.1076","Flock 2e'-1",NULL,"0.1","4.7","0.3","1998-067HZ","41479.0","0.3","0.1","0.018","Box + 2 Pan","Payload"
"31.412",,"25.6875","Tianzhou-1","3.35",NULL,"12910","9","2017-021A","42684.0","9",NULL,"8.81413","Step Cyl + 2 Pan","Payload"
"0.1911",,"0.1076","Flock 2e'-3",NULL,"0.1","4.7","0.3","1998-067JA","41480.0","0.3","0.1","0.018","Box + 2 Pan","Payload"
"0.277128",,"0.24","ION-SCV 001",NULL,"0.4","220",NULL,"2020-061C","46274.0","0.4","0.4","0.16","Box","Payload"
"1.84918",,"1.69961","ORION 38 (Pegasus XL) (Minotaur-4 Orion-38)","0.965",NULL,"202","1.76","2017-050G","42927.0","1.76",NULL,"0.731382","Cyl + 1 Nozzle","Rocket Body"
"0.75",,"0.625","Athena",NULL,"0.5","138",NULL,"2020-061D","46275.0","1","0.5","0.25","Box","Payload"
"0.492443",,"0.425","UPMSat-2",NULL,"0.5","45",NULL,"2020-061E","46276.0","0.6","0.5","0.25","Box","Payload"
"0.1911",,"0.1076","Flock 2e'-4",NULL,"0.1","4.7","0.3","1998-067JC","41482.0","0.3","0.1","0.018","Box + 2 Pan","Payload"
"45.3806",,"39.98","Falcon 9 Merlin-V (1D+) (Falcon 9 v1.2)","3.66",NULL,"4300","15.95","2017-052B","42933.0","15.53",NULL,"10.5052","Cyl","Rocket Body"
"0.1911",,"0.1076","Flock 2e-1",NULL,"0.1","4.7","0.3","1998-067JD","41483.0","0.3","0.1","0.018","Box + 2 Pan","Payload"
"0.203101",,"0.164925","NEMO-HD","0.5",NULL,"65",NULL,"2020-061F","46277.0","0.2",NULL,"0.092388","Oct Cyl","Payload"
"16.3373",,"14.4827","Briz-M (Proton-M/Briz-M)","4",NULL,"2370","4","2017-053B","42935.0","2.61",NULL,"10.44","Cyl","Rocket Body"
"0.12",,"0.1","GHGSat C1",NULL,"0.2","15",NULL,"2020-061G","46278.0","0.4","0.2","0.04","Box","Payload"
"0.1911",,"0.1076","Flock 2e-2",NULL,"0.1","4.7","0.3","1998-067JE","41484.0","0.3","0.1","0.018","Box + 2 Pan","Payload"
"12.5664",,"8.2179","Briz-M auxiliary tank (DTB)",NULL,"4","1000","4","2017-053C","42936.0","2.1","4","7.45361","Torus","Rocket Mission Related Object"
"0.1911",,"0.1076","Flock 2e-3",NULL,"0.1","4.7","0.3","1998-067JG","41486.0","0.3","0.1","0.018","Box + 2 Pan","Payload"
"0.0938083",,"0.08","E-Space 2",NULL,"0.2","10","1","2022-047AG","52424.0","0.3","0.2","0.04","Box","Payload"
"0.0938083",,"0.08","E-Space 3",NULL,"0.2","10","1","2022-047AH","52425.0","0.3","0.2","0.04","Box","Payload"
"39.1493",,"25.3441","Soyuz MS-06","2.7",NULL,"7218","10.6","2017-054A","42937.0","7.9",NULL,"5.72555","Cyl + Cone + Sphere + 2 Pan","Payload"
"0.0281",,"0.0156","SpaceBEE-140",NULL,"0.1","0.284","0.9","2022-047F","52399.0","0.025","0.1","0.0095","Box + 2 Ant","Payload"
"0.1911",,"0.1076","Flock 2e-4",NULL,"0.1","4.7","0.3","1998-067JH","41487.0","0.3","0.1","0.018","Box + 2 Pan","Payload"
"18.9745",,"17.0706","Blok-I (Soyuz-FG)","2.7",NULL,"2350","6.7","2017-054B","42938.0","6.7",NULL,"5.72555","Cyl","Rocket Body"
"0.1911",,"0.1076","Flock 2e-6",NULL,"0.1","4.7","0.3","1998-067JM","41563.0","0.3","0.1","0.018","Box + 2 Pan","Payload"
"14.5003",,"8.46663","Cosmos-2522","1.5",NULL,"1450","7.8","2017-055A","42939.0","4",NULL,"1.76715","Cyl + 1 Ant + 2 Pan","Payload"
"0.1911",,"0.1076","Flock 2e-5",NULL,"0.1","4.7","0.3","1998-067JN","41564.0","0.3","0.1","0.018","Box + 2 Pan","Payload"
"14.8322",,"12.1104","Fregat-M (Soyuz-2-1B Fregat-M)",NULL,NULL,"920","3.48","2017-055B","42940.0",NULL,NULL,"6.0552","Irr","Rocket Body"
"0.1911",,"0.1076","Flock 2e-7",NULL,"0.1","4.7","0.3","1998-067JP","41565.0","0.3","0.1","0.018","Box + 2 Pan","Payload"
"88.6328",,"44.796","Asiasat 9",NULL,"3","6141","27","2017-057A","42942.0","7","3","9","Box + 2 Pan","Payload"
"16.3373",,"14.4827","Briz-M (Proton-M/Briz-M)","4",NULL,"2370","4","2017-057B","42943.0","2.61",NULL,"10.44","Cyl","Rocket Body"
"0.1911",,"0.1076","Flock 2e-8",NULL,"0.1","4.7","0.3","1998-067JQ","41566.0","0.3","0.1","0.018","Box + 2 Pan","Payload"
"12.5664",,"8.2179","Briz-M auxiliary tank (DTB)",NULL,"4","1000","4","2017-057C","42944.0","2.1","4","7.45361","Torus","Rocket Mission Related Object"
"0.1911",,"0.1076","Flock 2e'-5",NULL,"0.1","4.7","0.3","1998-067JR","41567.0","0.3","0.1","0.018","Box + 2 Pan","Payload"
"0.633235",,"0.446","Yaogan Weixing 30-01-01",NULL,"0.5","500","1","2017-058A","42945.0","0.5","0.5","0.25","Box + 2 Pan","Payload"
"0.1911",,"0.1076","Flock 2e'-6",NULL,"0.1","4.7","0.3","1998-067JS","41568.0","0.3","0.1","0.018","Box + 2 Pan","Payload"
"0.633235",,"0.446","Yaogan Weixing 30-01-02",NULL,"0.5","500","1","2017-058B","42946.0","0.5","0.5","0.25","Box + 2 Pan","Payload"
"0.1911",,"0.1076","Flock 2e'-7",NULL,"0.1","4.7","0.3","1998-067JT","41569.0","0.3","0.1","0.018","Box + 2 Pan","Payload"
"0.633235",,"0.446","Yaogan Weixing 30-01-03",NULL,"0.5","500","1","2017-058C","42947.0","0.5","0.5","0.25","Box + 2 Pan","Payload"
"0.1911",,"0.1076","Flock 2e-10",NULL,"0.1","4.7","0.3","1998-067JW","41572.0","0.3","0.1","0.018","Box + 2 Pan","Payload"
"33.8987",,"30.0391","L-55 (YF24) (Long March (CZ) 2C)","3.3",NULL,"4000","9.94","2017-058D","42948.0","9.94",NULL,"8.55299","Cyl","Rocket Body"
"0.1911",,"0.1076","Flock 2e'-9",NULL,"0.1","4.7","0.3","1998-067JZ","41575.0","0.3","0.1","0.018","Box + 2 Pan","Payload"
"68.314",,"33.3427","BSAT 4a",NULL,"2.7","3520","24.7","2017-059B","42951.0","5.1","2.7","7.29","Box + 2 Pan","Payload"
"0.1911",,"0.1076","Flock 2e'-11",NULL,"0.1","4.7","0.3","1998-067KB","41577.0","0.3","0.1","0.018","Box + 2 Pan","Payload"
"46.591",,"43.3393","ESC-A (Ariane 5ECA)","5.45",NULL,"5000","7.4","2017-059C","42952.0","7.4",NULL,"23.3283","Cyl + 1 Nozzle","Rocket Body"
"29.4195",,"27.3908","Ariane 5 operational debris (Sylda adapter)","4.5",NULL,"440","5.5","2017-059D","42953.0","5.5",NULL,"15.9043","Cyl","Rocket Mission Related Object"
"0.1911",,"0.1076","Flock 2e'-14",NULL,"0.1","4.7","0.3","1998-067KJ","41762.0","0.3","0.1","0.018","Box + 2 Pan","Payload"
"22.7308",,"20.385","L-14B (YF40B) (Long March (CZ) 4B)","2.9",NULL,"1000","7.5","2019-093K","44888.0","7.5",NULL,"6.6052","Cyl","Rocket Body"
"0.1911",,"0.1076","Flock 2e'-16",NULL,"0.1","4.7","0.3","1998-067KK","41763.0","0.3","0.1","0.018","Box + 2 Pan","Payload"
"23.657",,"13.5615","Starlink 1585",NULL,"1.5","260","8.86","2020-057A","46117.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"0.1911",,"0.1076","Flock 2e'-15",NULL,"0.1","4.7","0.3","1998-067KL","41764.0","0.3","0.1","0.018","Box + 2 Pan","Payload"
"23.657",,"13.5615","Starlink 1588",NULL,"1.5","260","8.86","2020-057B","46118.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 1593",NULL,"1.5","260","8.86","2020-057C","46119.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"22.0851",,"19.6153","Soyuz MS-14","2.7",NULL,"7218","7.9","2019-055A","44504.0","7.9",NULL,"5.72555","Cyl + Cone + Sphere + 2 Pan","Payload"
"0.1911",,"0.1076","Flock 2e'-18",NULL,"0.1","4.7","0.3","1998-067KM","41769.0","0.3","0.1","0.018","Box + 2 Pan","Payload"
"23.657",,"13.5615","Starlink 1601",NULL,"1.5","260","8.86","2020-057D","46120.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"0.1911",,"0.1076","Flock 2e'-20",NULL,"0.1","4.7","0.3","1998-067KP","41777.0","0.3","0.1","0.018","Box + 2 Pan","Payload"
"24.5506",,"21.5601","Blok-I (Soyuz-2-1A)","2.66",NULL,"2350","8.99","2019-055B","44505.0","8.99",NULL,"5.55716","Cyl","Rocket Body"
"0.0309233",,"0.02625","Nodes 1",NULL,"0.15","2","0.15","1998-067HX","41477.0","0.15","0.1","0.015","Box","Payload"
"0.1911",,"0.1076","Flock 2e'-19",NULL,"0.1","4.7","0.3","1998-067KQ","41782.0","0.3","0.1","0.018","Box + 2 Pan","Payload"
"23.657",,"13.5615","Starlink 1610",NULL,"1.5","260","8.86","2020-057AY","46163.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"0.0309233",,"0.02625","Nodes 2",NULL,"0.15","2","0.15","1998-067HY","41478.0","0.15","0.1","0.015","Box","Payload"
"23.657",,"13.5615","Starlink 1602",NULL,"1.5","260","8.86","2020-057E","46121.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
NULL,,NULL,"L-15 (YF115) (Long March (CZ) 6A)","2.25",NULL,"1850",NULL,"2022-031C","52152.0","5.5",NULL,NULL,,"Rocket Body"
"23.657",,"13.5615","Starlink 1604",NULL,"1.5","260","8.86","2020-057F","46122.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"0.533333",,"0.330133","Tianping-2A",NULL,"0.4","40","1.2","2022-032A","52153.0","0.4","0.4","0.16","Box + 2 Pan","Payload"
"25.8724",,"15.104","Fengyun 3D",NULL,"2","2450","10","2017-072A","43010.0","4.4","2","4","Box + 2 Pan","Payload"
"0.228107",,"0.1616","Tianping-2C",NULL,"0.3","30","0.6","2022-032C","52155.0","0.3","0.3","0.09","Box + 2 Pan","Payload"
"0.228107",,"0.1616","Tianping-2B",NULL,"0.3","30","0.6","2022-032D","52156.0","0.3","0.3","0.09","Box + 2 Pan","Payload"
"8.63894",,"7.6757","L-14B-res (YF40B-res) with Xinyun (Long March (CZ) 4C)","2.9",NULL,"1000","2.9","2017-072C","43012.0","1.92",NULL,"5.568","Cyl","Rocket Body"
"2.861",,"2.65072","Long March (CZ) 11 Stage 4","1.5",NULL,"500","1.5","2022-032B","52154.0","1.5",NULL,"1.76715","Cyl","Rocket Body"
"3.09411",,"2.82743","Electron second stage (Electron (Curie))","1.2",NULL,"250",NULL,"2022-034D","52198.0","2.4",NULL,"1.13097","Cyl","Rocket Body"
"0.7854",,"0.76","Electron kick stage (Electron (Curie))","1.4",NULL,"55","1.4","2022-034E","52199.0","1",NULL,"0.25","Trunc Cone","Rocket Body"
"23.657",,"13.5615","Starlink 1627",NULL,"1.5","260","8.86","2020-057BD","46168.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 1628",NULL,"1.5","260","8.86","2020-057BE","46169.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 1632",NULL,"1.5","260","8.86","2020-057BF","46170.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 1633",NULL,"1.5","260","8.86","2020-057BG","46171.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 1635",NULL,"1.5","260","8.86","2020-057BH","46172.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 1640",NULL,"1.5","260","8.86","2020-057BJ","46173.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 1641",NULL,"1.5","260","8.86","2020-057BK","46174.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"0.14",,"0.110113","Starlink operational debris (deployment rail)","0.02",NULL,"100",NULL,"2020-057BL","46175.0","7",NULL,"0.000314159","Cyl","Rocket Mission Related Object"
"0.14",,"0.110113","Starlink operational debris (deployment rail)","0.02",NULL,"100",NULL,"2020-057BM","46176.0","7",NULL,"0.000314159","Cyl","Rocket Mission Related Object"
"0.14",,"0.110113","Starlink operational debris (deployment rail)","0.02",NULL,"100",NULL,"2020-057BN","46177.0","7",NULL,"0.000314159","Cyl","Rocket Mission Related Object"
"0.14",,"0.110113","Starlink operational debris (deployment rail)","0.02",NULL,"100",NULL,"2020-057BP","46178.0","7",NULL,"0.000314159","Cyl","Rocket Mission Related Object"
"1.0757",,"0.888014","SkySat C17",NULL,"0.5","110","1.2","2020-057BQ","46179.0","1.2","0.5","0.612","Box","Payload"
"1.0757",,"0.888014","SkySat C18",NULL,"0.5","110","1.2","2020-057BR","46180.0","1.2","0.5","0.612","Box","Payload"
"1.0757",,"0.888014","SkySat C19",NULL,"0.5","110","1.2","2020-057BS","46235.0","1.2","0.5","0.612","Box","Payload"
"14.5605",,"8.4344","NOAA 20",NULL,"1.4","2220","10","2017-073A","43013.0","3.6","1.4","1.96","Box + 1 Pan","Payload"
"2.28965",,"1.18005","Falcon 9 operational debris (Skysat adapter)",NULL,"1.5","5","1.5","2020-057BT","46236.0","0.2","1.5","0.235619","Tri Poly","Rocket Mission Related Object"
"0.584972",,"0.2352","Buccaneer-RMM",NULL,"0.1","4","3.2","2017-073B","43014.0","0.3","0.1","0.01","Box + 2 Pan + 1 Ant","Payload"
"0.0173205",,"0.015","RadFxSat",NULL,"0.1","1","0.1","2017-073E","43017.0","0.1","0.1","0.01","Box","Payload"
"0.0994987",,"0.075","MiRaTA",NULL,"0.3","4","0.3","2017-073C","43015.0","0.3","0.1","0.03","Box + 2 Pan","Payload"
"0.1911",,"0.1076","Flock 1c-10",NULL,"0.1","4.7","0.3","2014-033P","40023.0","0.3","0.1","0.018","Box + 2 Pan","Payload"
"0.0173205",,"0.015","MakerSat-0",NULL,"0.1","1","0.1","2017-073D","43016.0","0.1","0.1","0.01","Box","Payload"
"0.1911",,"0.1076","Flock 1c-7",NULL,"0.1","4.7","0.3","2014-033S","40026.0","0.3","0.1","0.018","Box + 2 Pan","Payload"
"0.1911",,"0.1076","Flock 1c-1",NULL,"0.1","4.7","0.3","2014-033T","40027.0","0.3","0.1","0.018","Box + 2 Pan","Payload"
"0.1911",,"0.1076","Flock 1c-2",NULL,"0.1","4.7","0.3","2014-033V","40029.0","0.3","0.1","0.018","Box + 2 Pan","Payload"
"0.1911",,"0.1076","Flock 1c-4",NULL,"0.1","4.7","0.3","2014-033X","40031.0","0.3","0.1","0.018","Box + 2 Pan","Payload"
"0.1911",,"0.1076","Flock 1c-11",NULL,"0.1","4.7","0.3","2014-033Z","40033.0","0.3","0.1","0.018","Box + 2 Pan","Payload"
"0.1911",,"0.1076","Flock 1c-9",NULL,"0.1","4.7","0.3","2014-033AB","40035.0","0.3","0.1","0.018","Box + 2 Pan","Payload"
"0.1911",,"0.1076","Flock 1c-6",NULL,"0.1","4.7","0.3","2014-033AC","40036.0","0.3","0.1","0.018","Box + 2 Pan","Payload"
"0.1911",,"0.1076","Flock 1c-5",NULL,"0.1","4.7","0.3","2014-033AE","40038.0","0.3","0.1","0.018","Box + 2 Pan","Payload"
"0.1911",,"0.1076","Flock 1c-8",NULL,"0.1","4.7","0.3","2014-033AG","40040.0","0.3","0.1","0.018","Box + 2 Pan","Payload"
"0.1911",,"0.1076","Flock 1c-3",NULL,"0.1","4.7","0.3","2014-033AH","40041.0","0.3","0.1","0.018","Box + 2 Pan","Payload"
"23.657",,"13.5615","Starlink 3840",NULL,"1.5","260","8.86","2022-049R","52466.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 3839",NULL,"1.5","260","8.86","2022-049AF","52480.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 3842",NULL,"1.5","260","8.86","2022-049AG","52481.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 3813",NULL,"1.5","260","8.86","2022-049AH","52482.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 3875",NULL,"1.5","260","8.86","2022-049AJ","52483.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 3887",NULL,"1.5","260","8.86","2022-049AK","52484.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"45.3806",,"39.98","Falcon 9 Merlin-V (1D+) (Falcon 9 v1.2)","3.66",NULL,"4300","15.95","2020-057IA",,"15.53",NULL,"10.5052","Cyl","Rocket Body"
"23.657",,"13.5615","Starlink 3873",NULL,"1.5","260","8.86","2022-049S","52467.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 3913",NULL,"1.5","260","8.86","2022-049AL","52485.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 3864",NULL,"1.5","260","8.86","2022-049T","52468.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"36.2983",,"32.2995","Chongfu Shiyong Shiyan Hangtian Qi","3.5",NULL,"8000",NULL,"2020-063A","46389.0","10",NULL,"9.6211","Cyl + 2 Wing","Payload"
"51.8602",,"44.4496","L-84 (YF26) (Long March (CZ) 2F)","3.3",NULL,"5500","15.5","2020-063B","46390.0","15.5",NULL,"8.55299","Cyl","Rocket Body"
"0.0314159",,"0.025416","CZ-2F operational debris (sep motor cover)","0.2",NULL,"1",NULL,"2020-063C","46391.0","0.2",NULL,"0.02","Cone","Rocket Mission Related Object"
"23.657",,"13.5615","Starlink 3828",NULL,"1.5","260","8.86","2022-049U","52469.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"0.0314159",,"0.025416","CZ-2F operational debris (sep motor cover)","0.2",NULL,"1",NULL,"2020-063D","46392.0","0.2",NULL,"0.02","Cone","Rocket Mission Related Object"
"23.657",,"13.5615","Starlink 3859",NULL,"1.5","260","8.86","2022-049V","52470.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 3862",NULL,"1.5","260","8.86","2022-049W","52471.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 3918",NULL,"1.5","260","8.86","2022-049AM","52486.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 3881",NULL,"1.5","260","8.86","2022-049X","52472.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 3902",NULL,"1.5","260","8.86","2022-049AN","52487.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 3879",NULL,"1.5","260","8.86","2022-049Y","52473.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 3892",NULL,"1.5","260","8.86","2022-049AP","52488.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 3923",NULL,"1.5","260","8.86","2022-049AQ","52489.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"0.0173205",,"0.015","EagleSat",NULL,"0.1","1","0.1","2017-073F","43018.0","0.1","0.1","0.01","Box","Payload"
"0.4355",,"0.2231","HEAD-1",NULL,"0.2","45",NULL,"2017-072B","43011.0","0.5","0.2","0.04","Box + 2 Pan","Payload"
"23.657",,"13.5615","Starlink 3914",NULL,"1.5","260","8.86","2022-049AR","52490.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 3855",NULL,"1.5","260","8.86","2022-049Z","52474.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 3908",NULL,"1.5","260","8.86","2022-049AS","52491.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 3916",NULL,"1.5","260","8.86","2022-049AT","52492.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 3882",NULL,"1.5","260","8.86","2022-049AA","52475.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"26.81",,"13.6463","GPS III SV02",NULL,"1.8","4400","14","2019-056A","44506.0","3.4","1.8","3.24","Box + 2 Pan","Payload"
"23.657",,"13.5615","Starlink 3835",NULL,"1.5","260","8.86","2022-049AB","52476.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 3860",NULL,"1.5","260","8.86","2022-049AC","52477.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
NULL,,NULL,"Tanguo Guan (attached to Long March (CZ) 4B third stage)",NULL,NULL,"2020",NULL,"2018-081B","43656.0",NULL,NULL,NULL,,"Rocket Body"
"32.0388",,"19.7765","SAOCOM-1B","3",NULL,"2833.4",NULL,"2020-059A","46265.0","4.5",NULL,"7.0686","Cyl + 2 Pan","Payload"
"0.2281",,"0.1616","GNOMES 1",NULL,"0.3","30",NULL,"2020-059B","46266.0","0.3","0.3","0.09","Box + 2 Pan","Payload"
"23.657",,"13.5615","Starlink 3825",NULL,"1.5","260","8.86","2022-049AD","52478.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"0.1565",,"0.0775","Tyvak 0172",NULL,"0.1","11",NULL,"2020-059C","46267.0","0.3","0.1","0.01","Box + 2 Pan","Payload"
"23.657",,"13.5615","Starlink 3878",NULL,"1.5","260","8.86","2022-049AE","52479.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"0.0314159",,"0.025416","CZ-2F operational debris (sep motor cover)","0.2",NULL,"1",NULL,"2020-063E","46393.0","0.2",NULL,"0.02","Cone","Rocket Mission Related Object"
"5.4002",,"3.31267","Yinhe 2-01",NULL,"1","190","5","2022-023A","51946.0","2","1","1","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 1734",NULL,"1.5","260","8.86","2020-062A","46325.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"5.4002",,"3.31267","Yinhe 2-02",NULL,"1","190","5","2022-023B","51947.0","2","1","1","Box + 1 Pan","Payload"
"5.4002",,"3.31267","Yinhe 2-03",NULL,"1","190","5","2022-023C","51948.0","2","1","1","Box + 1 Pan","Payload"
"16.5284",,"9.2307","Gaofen 11-02",NULL,"2","3000",NULL,"2020-064A","46396.0","2","2","4","Box + 2 Pan","Payload"
"22.7308",,"20.385","L-14B (YF40B) (Long March (CZ) 4B)","2.9",NULL,"1000","7.5","2020-064B","46397.0","7.5",NULL,"6.6052","Cyl","Rocket Body"
"5.4002",,"3.31267","Yinhe 2-04",NULL,"1","190","5","2022-023D","51949.0","2","1","1","Box + 1 Pan","Payload"
"5.4002",,"3.31267","Yinhe 2-04",NULL,"1","190","5","2022-023E","51950.0","2","1","1","Box + 1 Pan","Payload"
"60.2525",,"33.4694","Dragon C2","3.7",NULL,"6650","16.5","2012-027A","38348.0","5.3",NULL,"10.7521","Trunc Cone + Cyl + 2 Pan","Payload"
"0.0938083",,"0.08","KSF2-B",NULL,"0.2","10","0.3","2022-033AN","52193.0","0.3","0.2","0.04","Box","Payload"
"5.4002",,"3.31267","Yinhe 2-06",NULL,"1","190","5","2022-023F","51951.0","2","1","1","Box + 1 Pan","Payload"
"0.0938083",,"0.08","Xuanming Xingyuan",NULL,"0.2","7.5","0.3","2022-023G","51952.0","0.3","0.2","0.04","Box + 1 Pan","Payload"
"0.0938083",,"0.08","KSF2-A",NULL,"0.2","10","0.3","2022-033AP","52194.0","0.3","0.2","0.04","Box","Payload"
"16.4387",,"12.2319","Molniya 1-44","1.4",NULL,"1650","8.6","1979-070A","11474.0","4.4",NULL,"6.1776","Cyl + 6 Pan","Payload"
"26.1862",,"23.7151","L-55 (YF24) (Long March (CZ) 2C)","3.3",NULL,"4000","7.49","2022-023H","51953.0","7.5",NULL,"8.55299","Cyl","Rocket Body"
"8.1968",,"6.875","ABRIXAS",NULL,"2.5","470","2.5","1999-022A","25721.0","2.5","1.5","3.75","Box + 1 Pan","Payload"
"1.13097",,"0.709308","Electron Photon-LEO","1.2",NULL,"50",NULL,"2020-060A","46268.0","0.4",NULL,"0.3","Trunc Cone","Payload"
"0.174241",,"0.083","Firefly",NULL,"0.1","5","1.6","2013-064AA","39404.0","0.3","0.1","0.01","Box + 1 Ant","Payload"
"0.1911",,"0.1076","Flock 3m-3",NULL,"0.1","4.7","0.3","2017-068K","42996.0","0.3","0.1","0.018","Box + 2 Pan","Payload"
"0.289039",,"0.188496","DSP 1 Aperture Cover","0.6",NULL,"1","0.6","1970-093D","43000.0","0.1",NULL,"0.06","Cyl","Payload Mission Related Object"
"3.09411",,"2.82743","Electron second stage (Electron (Curie))","1.2",NULL,"250",NULL,"2020-060C","46270.0","2.4",NULL,"1.13097","Cyl","Rocket Body"
"0.1911",,"0.1076","Flock 3m-4",NULL,"0.1","4.7","0.3","2017-068L","42997.0","0.3","0.1","0.018","Box + 2 Pan","Payload"
"0.1911",,"0.1076","Flock 3m-1",NULL,"0.1","4.7","0.3","2017-068J","42995.0","0.3","0.1","0.018","Box + 2 Pan","Payload"
"0.1911",,"0.1076","Flock 3m-2",NULL,"0.1","4.7","0.3","2017-068M","42998.0","0.3","0.1","0.018","Box + 2 Pan","Payload"
"45.3806",,"39.98","Falcon 9 Merlin-V (1D+) (Falcon Heavy)","3.66",NULL,"4300","15.95","2018-017B",,"15.53",NULL,"10.5052","Cyl","Rocket Body"
